כןפ הילד הפנימי נחשבת טכניקה א שזה ו יש יש חצי זמן כן יש
0:1414 שניותאורגנים הרמה יש לנו כאילו הפרדה בין טכניקות
0:2323 שניותלכלים כן וש גם לא
0:3636 שניותא צי העו זמן
0:4040 שניות[מוזיקה]
1:231 דקה, 23 שניות‏k
1:09:331 שעה, 9 דקות, 33 שניותהפשטות אבל אני עובדת על כל הרמות האלה דפוסי חשיבה אמונות התנהגויות רגילים
1:09:421 שעה, 9 דקות, 42 שניותבעצם הטכניקה הזאת כל המתודה שלה אומרת הרי מאיפה הגיע פיצול קו
1:09:491 שעה, 9 דקות, 49 שניותהזמן מהמקום שלי יש אני נמצא היום בצומת דרכים
1:09:541 שעה, 9 דקות, 54 שניותבוא ניקח לדוגמה לשם הדבר למשל הרגל בסדר
1:10:011 שעה, 10 דקות, 1 שניהאני רוצה לעזור למישהו לשנות הרגל מסוים לא יש הרגל שהוא רוצה להפסיק אותו עכשיו יש לו שני מסלולים שהוא ילך
1:10:101 שעה, 10 דקות, 10 שניותאליהם בחיים אוקיי בואו ניקח את ההרגל למשל סתם לזה סיגריות בסדר אגב אני אתן רגע מילה קטנה הזה מישהו
1:10:191 שעה, 10 דקות, 19 שניותכאן שמע על החברה משפט מנטק חברים חברים הלכו לאשה חברה שעשה ים כבר
1:10:281 שעה, 10 דקות, 28 שניותאיזה 18 15 אז זה זה זה רגע תשמעו את מה שאמית אמר י שני חברה מצרים הלכו לחברה שעושה עם שיטת nlp אני לא יודע איזה כן כן
1:10:371 שעה, 10 דקות, 37 שניותמשפט שים כבר 18 15 זה כן כן עכשיו תקשיבו האמת שהוציאו עליהם לא מזמן כתבה
1:10:451 שעה, 10 דקות, 45 שניותשהם שרלטנים אבל אני לא לוקח אותה בכאילו אני מכיר מלא אנשים שהיו אצלם והם מאוד
1:10:521 שעה, 10 דקות, 52 שניותמאוד מרוצים שהם מוכרים ותקשיבו טוב תהליך של שעה לגמילה לא רק מסיגריות הםם
1:11:001 שעה, 11 דקותהתחילו לפחמימות הם התחילו לסוכרים למין לבגידות למלא מלא דברים
1:11:071 שעה, 11 דקות, 7 שניותתהליך של שעה שהוא מוקלט עכשיו השיווק התהליך השיווק שם מדהים באמת אני לא ראיתי הרבה דברים כאלה קפסולות וריחות ומוזיקה
1:11:171 שעה, 11 דקות, 17 שניותודברים הם עשו כאן באמת סטינג נהדר הטכניקה שהם מעבירים שם זה הטכניקה הזאת
1:11:231 שעה, 11 דקות, 23 שניותבסדר הטכניקה שמועברת טכניקה בגמילה מסיגריות בגמילה מפחמימות בגמילה ממין בכל
1:11:331 שעה, 11 דקות, 33 שניותהדברים האלה כל ההתמכרויות הרעות זה זה פשוט זה זה זה דיקנס זה הטכניקה של טוני רובין זה הטכניקה שאתם תלמדו הרגע היא
1:11:391 שעה, 11 דקות, 39 שניותפשוטה להפליא חשוב לי להגיד שהעוצמה שלה מאוד מאוד קשורה ברמת החיבור של הבן אדם שחווה אותה אוקיי הבן
1:11:491 שעה, 11 דקות, 49 שניותאדם ממש צריך לדמיין להיכנס לזה להתמסר לזה התמסרות כאן זה המפתח מי שלא תמסר זה לא ישפיע עליו כמעט בכלל מי שבאמת מתמסר
1:11:571 שעה, 11 דקות, 57 שניותלזה טכניקה שיוצאים ממנה בוכים ויוצאים ממנה עם הרבה מאוד אמוציות יס האמת שראיתי את הכתבה הזאתי א קודם כל
1:12:061 שעה, 12 דקות, 6 שניותזה היה נראה שכל הדבר הזה היה כדי להכניס אותם לסטיית נטו בשביל להכניס אותם לסטט למצב של אוקיי קורה פה משהו קורה פה משהו
1:12:131 שעה, 12 דקות, 13 שניותאז עשו להם חדרים כאלה מוזרים וריחות וכל הדברים האלה כמו שאמרת נתו כדי להכניס אותם סט עכשיו א בגלל שזה גם היה זה סרטון
1:12:231 שעה, 12 דקות, 23 שניותכזה שמשודר להם באיזה פלזמה כן עכשיו בגלל שזה מאוד מאוד כוללני וזה לא פונה אליך או שזה גם אפילו אפילו שזה לא אנושי יכול
1:12:311 שעה, 12 דקות, 31 שניותלהיות שזה מה שיוצר את את הדיסטנס הזה שלא שלא מדבר לתוך התת מודה שלנו כאילו זה משהו ש שוא עושה ייק בוא נקרא לזה ככה
1:12:401 שעה, 12 דקות, 40 שניותבהרבה מהמקרים כן במיוחד גם במיוחד אגב לוקחים לתהליך הזה 4,000 שק וזה לשעה מה
1:12:481 שעה, 12 דקות, 48 שניותבסדר למקרה שתהיתם על מאמני nlp וכאלה מי שבאמת יודע לשווק את עצמ טוב על פאקינג
1:12:541 שעה, 12 דקות, 54 שניותתהליך מוקלט של שעה של הטכניקה הזאת לוקחים 4000 שקלים בסדר חברה באמת של
1:13:051 שעה, 13 דקות, 5 שניותמיליונים לא לא זה תהליך מוקלט כן וזה אפילו בסדר לכן אני אומר קודם כל הכל הכל
1:13:151 שעה, 13 דקות, 15 שניותמתחיל ונגמר בשיווק בסדר איך ש מי שמשווק הכי טוב מנצח אבל אני רוצה רגע להסביר
1:13:221 שעה, 13 דקות, 22 שניותהטכניקה הזאת הי באמת באמת באמת מאוד חזק אוקיי אני אסביר לכם גם כמה היא פשוטה ברמת המהות שלה אוקיי אני אוהב להתחיל את
1:13:311 שעה, 13 דקות, 31 שניותהטכניקה הזאת תמיד במצב של הרפיה אני אוהב מאוד להיכנס למצב של
1:13:381 שעה, 13 דקות, 38 שניותהרפיה הבן אדם הגיע אליי עם הרגל שהוא רוצה להפסיק אוקיי דיברנו לא משנה איזה
1:13:441 שעה, 13 דקות, 44 שניותרגל יש כאן סיגריות יש כאן פחממות יש כאן מין יש כאן לא יודע סמים אוקיי אלכוהול
1:13:551 שעה, 13 דקות, 55 שניותאוקיי הבן אדם מגיע עם איזשהו הרגל מסוים שהוא רוצה להפסיק הוא נמצא היום אני רוצה להסביר
1:14:041 שעה, 14 דקות, 4 שניותעכשיו איך הטכניקה עובדת הוא נמצא היום בצומת דרכים לנו במוח יש שתי מוטיבציות כולכם
1:14:121 שעה, 14 דקות, 12 שניותמכירים אותם ממסטר ב nlp יש לנו את המוטיבציה הראשונה בדיוק כאן יש לנו כאב ובצד השני
1:14:211 שעה, 14 דקות, 21 שניותיש לנו עונג הבעייה צל הבן אדם שמעשן זה שהרבה פעמים הוא לא רואה את הכאב לטווח
1:14:311 שעה, 14 דקות, 31 שניותהארוך אוקיי הוא לא רואה את מה שהולך לחוות בטווח הארוך כי הוא רואה את העונג בטווח
1:14:371 שעה, 14 דקות, 37 שניותהקצר מה שהטכניקה הזאת עושה היא משבשת בראש היא גורמת לנו לראות את הכאב בטווח
1:14:471 שעה, 14 דקות, 47 שניותהארוך ואייך זה הולך להשפיע עלינו אוקיי מה שעושים בטכניקה הזאת אני אומר לבן אדם
1:14:541 שעה, 14 דקות, 54 שניותמעולה כנס ס להרפיה תעצום עיניים תירגע תהיה בטוב ואז אני אומר לו אני מבקש ממנו
1:14:591 שעה, 14 דקות, 59 שניותלדמיין את עצמו עוד שנה מהיום עדיין מעשן סיגריות אני רוצה שממש תראה את המחירים
1:15:091 שעה, 15 דקות, 9 שניותהאנרגטיים הבריאותיים הכספיים המערכות
1:15:181 שעה, 15 דקות, 18 שניותיחסים אוקיי אני רוצה ממש להגיד לו אני באיזשהו מקום קצת שוטל מפה שלי של כמה רע
1:15:261 שעה, 15 דקות, 26 שניותהולך להיות לך בחיים אוקיי זה עוד שנה מהיום המשכת לעשן זה שנה אחר כך אני אומר לו דמיין
1:15:361 שעה, 15 דקות, 36 שניותעכשיו שעוד חמש שנים אתה עדיין מעשן סיגריות דמיין שעוד חמש שנים אתה עדיין
1:15:441 שעה, 15 דקות, 44 שניותמעשן סיגריות תסתכל על עצמך במראה באיזה צבע השיניים שלך כמה אתה שוקל כמה אתה בכושר בדיוק איך
1:15:541 שעה, 15 דקות, 54 שניותהמצב הבריאותי של האם הבת זוג שלך האם הבת זוג שלך עדיין איתך או שהיא כבר נגעלת ממך כי אתה לא מפסיק להסריח אוקיי האם יכול
1:16:031 שעה, 16 דקות, 3 שניותלהיות בדיוק אני מתחיל להיכנס יכול להיות שאולי כבר יש לך בעיה במיניות יכול להיות שכבר כמה כסף יש לך הספקת לחסוך משהו כי
1:16:101 שעה, 16 דקות, 10 שניותאתה לא מפסיק לבזבז איך המערכות יחסים שלך אוקיי האם אתה בטח אתה עדיין לבד זאת אומרת אני שותה לו את המצב הכי הכי הכי
1:16:181 שעה, 16 דקות, 18 שניותהכי גרוע שיכול להיות כמובן ככל שאני מכיר יותר את הבן אדם אני אוכל להיכנס איתו למצבים יותר יותר א רעים במרכאות אוקיי
1:16:271 שעה, 16 דקות, 27 שניותאני למשל עשיתי את זה למישהו בעודף משקל שאמרתי לו שכבר יש לו כנראה סרטן בסדר סרטן וסוכרת ובאמצע הטכניקה באמת הוא התחיל
1:16:361 שעה, 16 דקות, 36 שניותלבכות למה אני לא בא להכאיב בכוונה הכאב הזה הוא כלי נהדר הוא מתנה א בכוונה זה כל
1:16:431 שעה, 16 דקות, 43 שניותהרעיון כן אבל לא כדי בלא לא להכאיב לשם ע לחיב אני מחיב כן אני מחריב לו כי אני רוצה לעזור לו אוקיי והוא דימן את עצמו עם
1:16:521 שעה, 16 דקות, 52 שניותסרטן והוא דימן את עצמו כריח עם סוכרת שהוא מזריק לעצמו את הדברים והמשפחה בדיוק אני מייצר לו תמונה באמת שהוא רואה את זה
1:17:011 שעה, 17 דקות, 1 שניהומאוד מאוד מאוד מאוד קשה לו לראות את זה אוקיי אני עושה את זה אחר כך גם כמובן בטווח של 10 שנים אוקיי אז אני עושה את זה
1:17:091 שעה, 17 דקות, 9 שניותעל שנה על חמש שנים על 10 שנים בדיוק אם הוא מגיע בכלל כמה הוא שוקל אתה אומר נגיד
1:17:161 שעה, 17 דקות, 16 שניותאם בכלל תגיע ל ש כן כן אני ר אני רא בטכניקה הזאת תוך כדי הדל תקדש אני אומר כנראה שגם נשארת ד תשים לב
